locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMANJED_01488	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JKMANJED_01489	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
JKMANJED_01490	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
JKMANJED_01491	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
JKMANJED_01492	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
JKMANJED_01493	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
JKMANJED_01494	CDS	1320				hypothetical protein
JKMANJED_01495	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
JKMANJED_01496	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
JKMANJED_01497	CDS	2784				hypothetical protein
JKMANJED_01498	CDS	2373				hypothetical protein
JKMANJED_01499	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
JKMANJED_01500	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
JKMANJED_01501	CDS	1683				hypothetical protein
JKMANJED_01502	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
JKMANJED_01503	CDS	198	safA			Two-component-system connector protein SafA
JKMANJED_01504	CDS	2280	ydeP		COG0243	Protein YdeP
JKMANJED_01505	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
JKMANJED_01506	CDS	504	fimG_1			Protein FimG
JKMANJED_01507	CDS	531	fimF_1			Protein FimF
JKMANJED_01508	CDS	1149	fimD_1		COG3188	Outer membrane usher protein FimD
JKMANJED_01509	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
JKMANJED_01510	CDS	267	hipB		COG1396	Antitoxin HipB
JKMANJED_01511	CDS	1401	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
JKMANJED_01512	CDS	3978				hypothetical protein
JKMANJED_01513	CDS	1593	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
JKMANJED_01514	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
JKMANJED_01515	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
JKMANJED_01516	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
JKMANJED_01517	CDS	993	lsrD			Autoinducer 2 import system permease protein LsrD
JKMANJED_01518	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
JKMANJED_01519	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
JKMANJED_01520	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
JKMANJED_01521	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
JKMANJED_01522	CDS	915				hypothetical protein
JKMANJED_01523	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
JKMANJED_01524	CDS	948				hypothetical protein
JKMANJED_01525	CDS	360				hypothetical protein
JKMANJED_01526	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
JKMANJED_01527	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
JKMANJED_01528	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
JKMANJED_01529	CDS	1116				hypothetical protein
JKMANJED_01530	CDS	1191	sotB		COG2814	Sugar efflux transporter
JKMANJED_01531	CDS	666				hypothetical protein
JKMANJED_01532	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
JKMANJED_01533	CDS	384	marA			Multiple antibiotic resistance protein MarA
JKMANJED_01534	CDS	219				hypothetical protein
JKMANJED_01535	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
JKMANJED_01536	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
JKMANJED_01537	CDS	96	mgtS			Small protein MgtS
JKMANJED_01538	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
JKMANJED_01539	CDS	393	ygiW_1		COG3111	Protein YgiW
JKMANJED_01540	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
JKMANJED_01541	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
JKMANJED_01542	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
JKMANJED_01543	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
JKMANJED_01544	CDS	204	ydfZ			Putative selenoprotein YdfZ
JKMANJED_01545	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JKMANJED_01546	CDS	1284	ydfJ			Putative transporter YdfJ
JKMANJED_01547	CDS	234	ydfK			Cold shock protein YdfK
JKMANJED_01548	CDS	591				Tn3 family transposase ISYps3
JKMANJED_01549	CDS	576	tfaE_3			Prophage tail fiber assembly protein TfaE
JKMANJED_01550	CDS	963				hypothetical protein
JKMANJED_01551	CDS	570	nohA_2		COG4220	Prophage DNA-packing protein NohA
JKMANJED_01552	CDS	411	ydfO_3		COG5562	putative protein YdfO
JKMANJED_01553	CDS	174	gnsA_2			Protein GnsA
JKMANJED_01554	CDS	213	cspJ			Cold shock-like protein CspJ
JKMANJED_01555	CDS	498				hypothetical protein
JKMANJED_01556	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
JKMANJED_01557	CDS	312	ydfR			putative protein YdfR
JKMANJED_01558	CDS	207				hypothetical protein
JKMANJED_01559	CDS	120				hypothetical protein
JKMANJED_01560	CDS	216	cspB		COG1278	Cold shock-like protein CspB
JKMANJED_01561	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
JKMANJED_01562	CDS	753				hypothetical protein
JKMANJED_01563	CDS	1050				hypothetical protein
JKMANJED_01564	CDS	252				hypothetical protein
JKMANJED_01565	CDS	156	hokC_2			Toxic protein HokC
JKMANJED_01566	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
JKMANJED_01567	CDS	240	relB		COG3077	Antitoxin RelB
JKMANJED_01568	CDS	333	flxA			Protein FlxA
JKMANJED_01569	CDS	228				hypothetical protein
JKMANJED_01570	CDS	291				hypothetical protein
JKMANJED_01571	CDS	231				hypothetical protein
JKMANJED_01572	CDS	408				hypothetical protein
JKMANJED_01573	CDS	156				hypothetical protein
JKMANJED_01574	CDS	129	ydfB			putative protein YdfB
JKMANJED_01575	CDS	219				hypothetical protein
JKMANJED_01576	CDS	165				hypothetical protein
JKMANJED_01577	CDS	189				hypothetical protein
JKMANJED_01578	CDS	192				hypothetical protein
JKMANJED_01579	CDS	921				hypothetical protein
JKMANJED_01580	CDS	543				IS3 family transposase IS2
JKMANJED_01581	CDS	1197	intQ_2		COG0582	Putative defective protein IntQ
JKMANJED_01582	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
JKMANJED_01583	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
JKMANJED_01584	CDS	327				hypothetical protein
JKMANJED_01585	CDS	342				hypothetical protein
JKMANJED_01586	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
JKMANJED_01587	CDS	747				hypothetical protein
JKMANJED_01588	CDS	306	ynfD			putative protein YnfD
JKMANJED_01589	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
JKMANJED_01590	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
JKMANJED_01591	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JKMANJED_01592	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
JKMANJED_01593	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
JKMANJED_01594	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
JKMANJED_01595	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JKMANJED_01596	CDS	1221	mlc_1		COG1940	Protein mlc
JKMANJED_01597	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
JKMANJED_01598	CDS	1254	ynfM			Inner membrane transport protein YnfM
JKMANJED_01599	CDS	309	asr			Acid shock protein
JKMANJED_01600	CDS	822				hypothetical protein
JKMANJED_01601	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
JKMANJED_01602	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
JKMANJED_01603	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
JKMANJED_01604	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JKMANJED_01605	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JKMANJED_01606	CDS	945	ydgH			Protein YdgH
JKMANJED_01607	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
JKMANJED_01608	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
JKMANJED_01609	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
JKMANJED_01610	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
JKMANJED_01611	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
JKMANJED_01612	CDS	930	tus			DNA replication terminus site-binding protein
JKMANJED_01613	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JKMANJED_01614	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
JKMANJED_01615	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
JKMANJED_01616	CDS	1509	ydgA_1		COG5339	Protein YdgA
JKMANJED_01617	CDS	96				hypothetical protein
JKMANJED_01618	CDS	1266	uidC			Membrane-associated protein UidC
JKMANJED_01619	CDS	1374	uidB		COG2211	Glucuronide carrier protein 
JKMANJED_01620	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
JKMANJED_01621	CDS	579				hypothetical protein
JKMANJED_01622	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
JKMANJED_01623	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
JKMANJED_01624	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
JKMANJED_01625	CDS	1173	malY		COG1168	Protein MalY
JKMANJED_01626	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
JKMANJED_01627	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
JKMANJED_01628	CDS	216	cnu			OriC-binding nucleoid-associated protein
JKMANJED_01629	CDS	441	ydgK			Inner membrane protein YdgK
JKMANJED_01630	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
JKMANJED_01631	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
JKMANJED_01632	CDS	2223	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
JKMANJED_01633	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
JKMANJED_01634	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
JKMANJED_01635	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
JKMANJED_01636	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
JKMANJED_01637	CDS	201				hypothetical protein
JKMANJED_01638	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
JKMANJED_01639	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
JKMANJED_01640	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
JKMANJED_01641	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
JKMANJED_01642	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
JKMANJED_01643	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
JKMANJED_01644	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
JKMANJED_01645	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
JKMANJED_01646	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
JKMANJED_01647	CDS	237				hypothetical protein
JKMANJED_01648	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
JKMANJED_01649	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
JKMANJED_01650	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
JKMANJED_01651	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JKMANJED_01652	CDS	240				hypothetical protein
JKMANJED_01653	CDS	600	nemR			HTH-type transcriptional repressor NemR
JKMANJED_01654	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
JKMANJED_01655	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
JKMANJED_01656	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
JKMANJED_01657	CDS	4617	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
JKMANJED_01658	CDS	348	grxD		COG0278	Glutaredoxin 4
JKMANJED_01659	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
JKMANJED_01660	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
JKMANJED_01661	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
JKMANJED_01662	CDS	90	ynhF			putative protein YnhF
JKMANJED_01663	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
JKMANJED_01664	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
JKMANJED_01665	CDS	1212	ydhC			Inner membrane transport protein YdhC
JKMANJED_01666	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
JKMANJED_01667	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
JKMANJED_01668	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
JKMANJED_01669	CDS	1257				putative autotransporter
JKMANJED_01670	tRNA	77				tRNA-Val(gac)
JKMANJED_01671	tRNA	77				tRNA-Val(gac)
JKMANJED_01672	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
JKMANJED_01673	CDS	1605				hypothetical protein
JKMANJED_01674	CDS	765	ydhT			putative protein YdhT
JKMANJED_01675	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
JKMANJED_01676	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
JKMANJED_01677	CDS	639	ydhW			putative protein YdhW
JKMANJED_01678	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
JKMANJED_01679	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
JKMANJED_01680	CDS	210	fumD	4.2.1.2		Fumarase D
JKMANJED_01681	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
JKMANJED_01682	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
JKMANJED_01683	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
JKMANJED_01684	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
JKMANJED_01685	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
JKMANJED_01686	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
JKMANJED_01687	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
JKMANJED_01688	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
JKMANJED_01689	CDS	369	sufA		COG0316	Protein SufA
JKMANJED_01690	CDS	189				hypothetical protein
JKMANJED_01691	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
JKMANJED_01692	CDS	3057			COG0247	putative protein
JKMANJED_01693	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
JKMANJED_01694	CDS	357				hypothetical protein
JKMANJED_01695	CDS	1215	ydiM			Inner membrane transport protein YdiM
JKMANJED_01696	CDS	1266	ydiN			Inner membrane transport protein YdiN
JKMANJED_01697	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
JKMANJED_01698	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
JKMANJED_01699	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
JKMANJED_01700	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
JKMANJED_01701	CDS	912	rhaS_2			HTH-type transcriptional activator RhaS
JKMANJED_01702	CDS	177				hypothetical protein
JKMANJED_01703	CDS	765	fixA_2		COG2086	Protein FixA
JKMANJED_01704	CDS	939	fixB_2		COG2025	Protein FixB
JKMANJED_01705	CDS	1290	dadA_2	1.4.99.-		D-amino acid dehydrogenase
JKMANJED_01706	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
JKMANJED_01707	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
JKMANJED_01708	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
JKMANJED_01709	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
JKMANJED_01710	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
JKMANJED_01711	CDS	192	ydiE		COG4256	putative protein YdiE
JKMANJED_01712	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
JKMANJED_01713	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
JKMANJED_01714	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JKMANJED_01715	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
JKMANJED_01716	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
JKMANJED_01717	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
JKMANJED_01718	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
JKMANJED_01719	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JKMANJED_01720	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JKMANJED_01721	CDS	357	rplT		COG0292	50S ribosomal protein L20
JKMANJED_01722	CDS	198	rpmI		COG0291	50S ribosomal protein L35
JKMANJED_01723	CDS	435	infC		COG0290	Translation initiation factor IF-3
JKMANJED_01724	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
JKMANJED_01725	CDS	474				hypothetical protein
JKMANJED_01726	CDS	807				hypothetical protein
JKMANJED_01727	CDS	108	yniD			putative protein YniD
JKMANJED_01728	CDS	759				hypothetical protein
JKMANJED_01729	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
JKMANJED_01730	CDS	291				hypothetical protein
JKMANJED_01731	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
JKMANJED_01732	CDS	537				hypothetical protein
JKMANJED_01733	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
JKMANJED_01734	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
JKMANJED_01735	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
JKMANJED_01736	CDS	804				hypothetical protein
JKMANJED_01737	CDS	264	cedA			Cell division activator CedA
JKMANJED_01738	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
JKMANJED_01739	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
JKMANJED_01740	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
JKMANJED_01741	CDS	840	chbR			HTH-type transcriptional regulator ChbR
JKMANJED_01742	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
JKMANJED_01743	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
JKMANJED_01744	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
JKMANJED_01745	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
JKMANJED_01746	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
JKMANJED_01747	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
JKMANJED_01748	CDS	576	ves		COG3758	Protein Ves
JKMANJED_01749	CDS	486	spy		COG3678	Periplasmic chaperone Spy
JKMANJED_01750	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
JKMANJED_01751	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
JKMANJED_01752	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
JKMANJED_01753	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
JKMANJED_01754	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
JKMANJED_01755	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
JKMANJED_01756	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
JKMANJED_01757	CDS	678				hypothetical protein
JKMANJED_01758	CDS	708	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
JKMANJED_01759	CDS	549				hypothetical protein
JKMANJED_01760	CDS	1167	ynjB		COG4134	Protein YnjB
JKMANJED_01761	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
JKMANJED_01762	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
JKMANJED_01763	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
JKMANJED_01764	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
JKMANJED_01765	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
JKMANJED_01766	CDS	273				hypothetical protein
JKMANJED_01767	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
JKMANJED_01768	CDS	1041	ynjI			Inner membrane protein YnjI
JKMANJED_01769	CDS	1962	topB	5.6.2.1	COG0550	DNA topoisomerase 3
JKMANJED_01770	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
JKMANJED_01771	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
JKMANJED_01772	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
JKMANJED_01773	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
JKMANJED_01774	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
JKMANJED_01775	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
JKMANJED_01776	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
JKMANJED_01777	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
JKMANJED_01778	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
JKMANJED_01779	CDS	837	ydjI		COG0191	putative protein YdjI
JKMANJED_01780	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
JKMANJED_01781	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
JKMANJED_01782	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
JKMANJED_01783	CDS	273				hypothetical protein
JKMANJED_01784	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
JKMANJED_01785	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
JKMANJED_01786	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
JKMANJED_01787	CDS	855	yvgN	1.1.1.-	COG0656	Glyoxal reductase
JKMANJED_01788	CDS	747	mipA_1		COG3713	MltA-interacting protein
JKMANJED_01789	CDS	1935				hypothetical protein
JKMANJED_01790	CDS	1284				hypothetical protein
JKMANJED_01791	CDS	1476	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
JKMANJED_01792	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
JKMANJED_01793	CDS	504				hypothetical protein
JKMANJED_01794	CDS	447				hypothetical protein
JKMANJED_01795	CDS	819	nimR			HTH-type transcriptional regulator NimR
JKMANJED_01796	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
JKMANJED_01797	CDS	348				hypothetical protein
JKMANJED_01798	CDS	255				hypothetical protein
JKMANJED_01799	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
JKMANJED_01800	CDS	249				hypothetical protein
JKMANJED_01801	CDS	183	yoaG			Protein YoaG
JKMANJED_01802	CDS	360	yeaR		COG3615	putative protein YeaR
JKMANJED_01803	CDS	639	leuE		COG1280	Leucine efflux protein
